id,problem name,description,constraints,examples,difficulty level,date-time
167,Reverse Sentences in Paragraph, You’re given a paragraph with multiple sentences. Reverse the order of words in each sentence. ,Paragraph text,"[
  {
    ""input"": ""Give text in Paragraph: \""Hello world. AI is amazing.\"""",
    ""output"": ""world Hello. amazing is AI.""
  }
]",Moderate,
168,Project Status Updater,"You maintain a list of project IDs and statuses. When given a list of updates, apply changes and print the updated list. ",Project and update dictionaries,"[
  {
    ""input"": ""Projects : {P1: \""Active\"", P2: \""Pending\""} Updates : {P2: \""Active\"", P1: \""Closed\""}"",
    ""output"": ""{P1: \""Closed\"", P2: \""Active\""}""
  }
]",Moderate,
169,Sensor Drift Detector, You're given a list of temperature readings. Identify if any three consecutive readings differ by more than 10 units between them (sensor drift).,List of temperature readings,"[
  {
    ""input"": ""Enter readings: [20, 22, 35, 45, 48, 50]"",
    ""output"": ""Drift detected at index: 1""
  }
]",Moderate,
170,Reverse Vowel Replacer," Given a string, reverse only the vowels in the string and keep other characters unchanged. ",Input string,"[
  {
    ""input"": ""Enter text: \""hello world\"""",
    ""output"": ""holle werld""
  }
]",Moderate,
171,Password Strength Logger,"A security system stores login attempts. Each password is logged as a string. Your task is to: 

 1. Validate the strength of each password based on the following rules: 

    a. Must be at least 8 characters long 

    b. Must contain at least one uppercase letter 

    c. Must contain at least one lowercase letter 

    d. Must contain at least one digit 

    e. Must contain at least one special character (e.g., !@#$%^&*()) 

 2. Find the most frequently used password to suggest users pick stronger ones. ",List of passwords,"[
  {
    ""input"": ""Enter attempted passwords: [\""qwerty\"", \""admin\"", \""admin\"", \"" Pass@123 \"", \""qwerty\"", \""admin\""]"",
    ""output"": "" Pass@123""
  }
]",Moderate,
172,Palindromic Timestamp Checker,"You’re building a digital clock feature. Count how many timestamps (in HH:MM format) between 00:00 and 23:59 are palindromes (e.g., 12:21, 21:12). ",No input,"[
  {
    ""input"": ""No input required"",
    ""output"": ""Count of palindromic timestamps: 16""
  }
]",Moderate,
173,Lucky Integer Finder,"Given an array of integers, return the largest lucky integer. A lucky integer is one whose frequency in the array equals its value.",Array of integers,"[
  {
    ""input"": ""Enter array: [2, 2, 3, 3, 3]"",
    ""output"": ""3""
  }
]",Moderate,
174,Cyclic Shift String Equality,Check if string B is a cyclic rotation of string A.,Two strings A and B,"[
  {
    ""input"": ""Enter A: abcd\nEnter B: cdab"",
    ""output"": ""True""
  }
]",Moderate,
175,Minimal Deletion for Unique Freq,"Given a string, delete as few characters as possible to make frequencies of each character unique. Return number of deletions.",Input string,"[
  {
    ""input"": ""Enter text: aabbcc"",
    ""output"": ""2""
  }
]",Moderate,
176,Sparse Element Finder,An element is called sparse if no neighboring index (±1) contains the same value. Count sparse elements.,Array of integers,"[
  {
    ""input"": ""Enter array: [1, 2, 2, 3, 4, 4, 5]"",
    ""output"": ""3 (1, 3, 5 are sparse)""
  }
]",Moderate,
177,Message Decoder Chain,"A spy message is a string of letters where each consecutive letter must be one step ahead in the alphabet (e.g., 'a' → 'b' → 'c'). Find the longest such valid sequence. If ",String input,"[
  {
    ""input"": ""Enter a string: \""abdfghabxyz\"""",
    ""output"": ""xyz""
  }
]",Moderate,
178,Stadium Seat Allocator,"In a row of seats numbered from 1 to N, some are already taken. Allocate the first available seat that is not adjacent to any occupied seat.",Total seats and occupied seat list,"[
  {
    ""input"": ""Enter total seats: 10\nEnter occupied seats = [3, 5, 8]"",
    ""output"": ""Seat allocated: 1 (since it's not next to 3, 5, or 8) ""
  }
]",Moderate,
179,Calendar Event Clasher,You have a list of meeting time slots (start–end). Identify if any two meetings overlap and return the conflicting pair.,"List of meeting time slots (start, end)","[
  {
    ""input"": ""Enter Meeting slots in pair like a sample (2,4): [(9,11), (10,12), (1,3)]"",
    ""output"": ""Conflict between (9,11) and (10,12)""
  }
]",Moderate,
180,Near Palindrome Validator,A near-palindrome is a string that can become a palindrome by removing at most one character. Write a program to check whether the given string is a near-palindrome or not. ,Input string,"[
  {
    ""input"": ""Enter any string: \""radkar\"""",
    ""output"": ""True"",
    ""explanation"": ""By removing letter 'k', the string becomes 'radar', which is a palindrome.""
  }
",Moderate,
181,Temple Steps Chant,"In the land of Arithem, each morning a monk climbs a staircase of N steps to reach the ancient temple.
 For each step he takes, he chants once in a sacred tone. The high priest has asked how many chants the monk makes
 in total on a given day. Help the monk calculate the total number of chants for any number of steps.

Function Description:
 Complete the function totalChants with the following parameter(s):
 n: A positive integer representing the number of steps.

Print:
 Print a single integer: the total number of chants made.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""5"",
    ""output"": ""15"",
    ""explanation"": ""The monk chants once for each step: 1 + 2 + 3 + 4 + 5 = 15 total chants.""
  }
]",Easy,
182,Even Bell Tolls,"The Silent Bell in Evenreach only chimes on even-numbered hours. From hour 1 to N, determine the exact hours it will ring.
 Only those who can predict its tolls are considered time-wise in the kingdom.

Function Description:
 Complete the function evenChimes with the following parameter(s):
 n: A positive integer representing the highest hour of the day.

Print:
 Print all even numbers from 1 to n, each separated by a space.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""10"",
    ""output"": ""2 4 6 8 10"",
    ""explanation"": ""The even-numbered hours within 1 to 10 are: 2, 4, 6, 8, and 10.""
  }
]",Easy,
183,Spice Shelf Puzzle,"In the royal kitchen of Numerica, a master chef was challenged to arrange N unique magical spices on a shelf.
 Each arrangement could summon a different aroma or flavor. To impress the queen, the chef needs to know how many
 different ways the spices can be arranged.

Function Description:
 Complete the function spiceArrangements with the following parameter(s):
 n: A positive integer representing the number of spices.

Print:
 Print a single integer: the total number of distinct arrangements of the spices (factorial of n).",1 ≤ n ≤ 12,"[
  {
    ""input"": ""5"",
    ""output"": ""120"",
    ""explanation"": ""The number of arrangements is 5! = 5 × 4 × 3 × 2 × 1 = 120.""
  }
]",Easy,
184,Comet Calendar,"In the royal kitchen of Numerica, a master chef was challenged to arrange N unique magical spices on a shelf.
 Each arrangement could summon a different aroma or flavor. To impress the queen, the chef needs to know how many
 different ways the spices can be arranged.

Function Description:
 Complete the function spiceArrangements with the following parameter(s):
 n: A positive integer representing the number of spices.

Print:
 Print a single integer: the total number of distinct arrangements of the spices (factorial of n).
",1 ≤ year ≤ 10^5,"[
  {
    ""input"": ""2000"",
    ""output"": ""YES"",
    ""explanation"": ""2000 is divisible by 4 and by 400, so the comet will appear.""
  }
]",Easy,
185,Map of Threats,"While exploring the Tomb of Numbers, an adventurer discovers a mysterious numeric code. A hidden riddle on the wall reads: 'The count of digits in the code is the number of guards who watch it.' The adventurer must calculate how many digits are in the given number to proceed.

Function Description:
 Complete the function countDigits with the following parameter(s):
 n: A positive integer representing the code.

Print:
 Print a single integer: the number of digits in n.
",1 ≤ n ≤ 10^9,"[
  {
    ""input"": ""12345"",
    ""output"": ""5"",
    ""explanation"": ""The number 12345 has 5 digits.""
  }
]",Easy,
186,Hourglass Countdown,"An ancient hourglass in the city of Chronos is used in a sacred ceremony.
 It counts down from a number n to 1, and the priest must recite each number as a chant.
 You must display the countdown numbers in order for the ritual to succeed.

Function Description:
 Complete the function hourglassCountdown with the following parameter(s):
 n: A positive integer indicating the starting number.

Print:
 Print the numbers from n down to 1, each on a separate line.",1 ≤ n ≤ 10^5,"[
  {
    ""input"": ""4"",
    ""output"": ""4\n3\n2\n1"",
    ""explanation"": ""The hourglass counts down from 4 to 1, ticking once per second.""
  }
]",Easy,
187,Chest of Weight,"In the dungeons beneath Numerica's capital lies a sealed chest. A number carved on the outside hints at the total weight of its contents.
 A legend claims that the chest’s true weight equals the sum of its digits. Solve the mystery by computing the total weight based on this rule.

Function Description:
 Complete the function chestWeight with the following parameter(s):
 n: A positive integer representing the number engraved on the chest.

Print:
 Print a single integer: the sum of the digits in n.",1 ≤ n ≤ 10^9,"[
  {
    ""input"": ""1234"",
    ""output"": ""10"",
    ""explanation"": ""The digits are 1, 2, 3, and 4. Their sum is 1 + 2 + 3 + 4 = 10.""
  }
]",Easy,
188,Knight's Table,"At the Grand Arena, knights prepare for a ten-round tournament.
 Each knight is identified by a number, and they perform a special move during each round.
 For training logs, you must list how many total moves each knight makes from round 1 to 10.

Function Description:
 Complete the function knightMoves with the following parameter(s):
 k: A positive integer representing the knight’s identifier.

Print:
 Print the knight’s identifier multiplied by each round number from 1 to 10, each on a new line.",1 ≤ k ≤ 100,"[
  {
    ""input"": ""3"",
    ""output"": ""3\n6\n9\n12\n15\n18\n21\n24\n27\n30"",
    ""explanation"": ""The knight performs moves in multiples of their identifier: 3×1, 3×2, ..., 3×10.""
  }
]",Easy,
189,Royal Number Test,"A magical scroll claims that a number with exactly two positive divisors is royal.
 The royal mathematician must verify if a given number meets this criterion.
 Determine whether a number is prime and thus deserves the royal title.

Function Description:
 Complete the function isRoyalNumber with the following parameter(s):
 n: A positive integer to check for primality.

Print:
 Print ""YES"" if n is a prime number, otherwise print ""NO"".",2 ≤ n ≤ 10^6,"[
  {
    ""input"": ""7"",
    ""output"": ""YES"",
    ""explanation"": ""7 has only two divisors: 1 and 7. Therefore, it is a prime and thus royal.""
  }
]",Easy,
190,Wizard's Odd Spell,"In the Enchanted Forest, a wizard casts spells only at odd-numbered minutes of the hour.
 Given the current minute n, help the apprentice determine and display all the odd minutes from 1 to n during which a spell can be cast.

Function Description:
 Complete the function oddSpells with the following parameter(s):
 n: A positive integer representing the current minute.

Print:
 Print all odd numbers from 1 to n, each separated by a space.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""10"",
    ""output"": ""1 3 5 7 9"",
    ""explanation"": ""Odd numbers from 1 to 10 are: 1, 3, 5, 7, 9.""
  }
]",Easy,
191,Guardian Code Check,"A gate in the Temple of Truth opens only when a secret code n satisfies a divine test: it must be divisible by both 3 and 5.
 As the chosen guardian, you must check the code and speak the verdict aloud.

Function Description:
 Complete the function openGate with the following parameter(s):
 n: A positive integer representing the code.

Print:
 Print ""OPEN"" if n is divisible by both 3 and 5. Otherwise, print ""CLOSED"".",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""15"",
    ""output"": ""OPEN"",
    ""explanation"": ""15 is divisible by both 3 and 5, so the gate opens.""
  }
]",Easy,
192,Counting Candles Ritual,"In the Festival of Lights, a line of candles is lit one by one from left to right.
 On the priest's signal, only candles placed at every third position glow brightly.
 Given a number n, determine how many candles will glow during the ceremony.

Function Description:
 Complete the function glowingCandles with the following parameter(s):
 n: A positive integer representing the total number of candles.

Print:
 Print a single integer: the number of candles positioned at every third place from 1 to n.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""10"",
    ""output"": ""3"",
    ""explanation"": ""Candles at positions 3, 6, and 9 will glow — total 3 glowing candles.""
  }
]",Easy,
193,Pirate's Looting Route,"A pirate ship sails along a coastline with N islands, each marked by a number. The pirate captain orders his crew to plunder loot from all islands.
 However, only the islands at odd-numbered positions are ripe for the taking.
 Help the crew determine which islands should be targeted based on their positions.

Function Description:
 Complete the function oddIslands with the following parameter(s):
 n: A positive integer representing the total number of islands.

Print:
 Print all odd numbers from 1 to n, each separated by a space.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""7"",
    ""output"": ""1 3 5 7"",
    ""explanation"": ""The pirate crew targets islands at positions 1, 3, 5, and 7, since those are odd-numbered.""
  }
]",Easy,
194,Astronomer's Night Watch,"In the village of Starhaven, an astronomer spends his nights counting the stars.
 His telescope scans every third star, starting from the first one.
 Help him count how many stars will appear in his view during the night.

Function Description:
 Complete the function starsInView with the following parameter(s):
 n: A positive integer representing the total number of stars.

Print:
 Print a single integer: the number of stars that the astronomer will see, i.e., every third star.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""9"",
    ""output"": ""3"",
    ""explanation"": ""The astronomer sees stars at positions 3, 6, and 9, so there are 3 stars in view.""
  }
]",Easy,
195,Castle's Defense Strategy,"In the Castle of Numeria, the defense strategy relies on setting traps at every 4th step of the staircase leading to the castle gate.
 Given the number of steps n leading up to the gate, help the castle guards figure out how many traps they must set.

Function Description:
 Complete the function castleTraps with the following parameter(s):
 n: A positive integer representing the total number of steps.

Print:
 Print a single integer: the number of traps that need to be set (every 4th step).
",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""12"",
    ""output"": ""3"",
    ""explanation"": ""Traps must be set at steps 4, 8, and 12, so there are 3 traps in total.""
  }
]",Easy,
196,Mystic Moon Cycle,"In the village of Lunastra, every night a special moon ritual occurs where a bell tolls for each odd-numbered day of the month.
 Given the total number of days n in a month, help the moonkeeper figure out how many times the bell tolls for the odd days.

Function Description:
 Complete the function moonBellTolls with the following parameter(s):
 n: A positive integer representing the number of days in the month.

Print:
 Print the total number of odd days from 1 to n.
",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""15"",
    ""output"": ""8"",
    ""explanation"": ""Odd days in the month from 1 to 15 are: 1, 3, 5, 7, 9, 11, 13, 15 — 8 days in total.""
  }
]",Medium,
197,Dragon's Treasure Vault,"The legendary dragon of Aldoria guards a treasure vault containing N gems. Each gem is numbered sequentially, and the dragon’s rule for claiming a gem is strict:
 Only gems located at positions divisible by 3 can be taken. Help the adventurer calculate how many gems can be claimed from the vault.

Function Description:
 Complete the function claimableGems with the following parameter(s):
 n: A positive integer representing the total number of gems.

Print:
 Print the number of gems positioned at multiples of 3.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""9"",
    ""output"": ""3"",
    ""explanation"": ""Gems at positions 3, 6, and 9 can be claimed, so there are 3 gems.""
  }
]",Medium,
198,Knight's Battle Preparation,"In the kingdom of Valor, knights prepare for a battle in which they perform a ritual move every x minutes.
 The royal commander wants to know how many moves the knights perform in a given duration of n minutes.
 Help him determine the number of moves in that duration.

Function Description:
 Complete the function countMoves with the following parameter(s):
 n: A positive integer representing the total duration in minutes.
 x: A positive integer representing the frequency of the move in minutes.

Print:
 Print a single integer: the number of times the knights perform the move during the given time.
",1 ≤ n ≤ 10^6; 1 ≤ x ≤ n,"[
  {
    ""input"": ""10 2"",
    ""output"": ""5"",
    ""explanation"": ""Moves happen at minutes 2, 4, 6, 8, and 10. So, there are 5 moves in total.""
  }
]",Medium,
199,Castle Gate Security,"The kingdom's gates are protected by a series of security alarms that activate based on a mysterious sequence.
 The gates only open when the total number of alarms triggered is a perfect square.
 Given an integer n, help the royal guards figure out if the number of triggered alarms is a perfect square.

Function Description:
 Complete the function isPerfectSquare with the following parameter(s):
 n: A positive integer representing the number of alarms triggered.

Print:
 Print ""YES"" if n is a perfect square, otherwise print ""NO"".
",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""16"",
    ""output"": ""YES"",
    ""explanation"": ""The number 16 is a perfect square (4×4 = 16), so the gates open.""
  }
]",Medium,
200,Royal Tournament Odds,"The King has arranged a grand tournament where knights fight in a sequence.
 To determine the odds of a knight’s victory, the tournament follows a rule: a knight wins only if his identifier is divisible by 2 and 3.
 Given a knight’s identifier n, determine if he has a chance of winning based on this rule.

Function Description:
 Complete the function isWinningKnight with the following parameter(s):
 n: A positive integer representing the knight’s identifier.

Print:
 Print ""YES"" if n is divisible by both 2 and 3, otherwise print ""NO"".",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""6"",
    ""output"": ""YES"",
    ""explanation"": ""6 is divisible by both 2 and 3, so the knight wins.""
  }
]",Medium,
201,The Monarch's Book Collection,"The King owns a royal library, and each book in the library is uniquely numbered from 1 to n.
 The King wants to know how many books have an odd number in their title.
 Help him determine the count of odd-numbered books in the library.

Function Description:
 Complete the function oddNumberedBooks with the following parameter(s):
 n: A positive integer representing the number of books.

Print:
 Print the total number of books that have odd numbers in their title.",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""10"",
    ""output"": ""5"",
    ""explanation"": ""The odd-numbered books are: 1, 3, 5, 7, 9 — so there are 5 such books.""
  }
]",Medium,
202,Potion Brewing Cycle,"In the Kingdom of Alchemia, brewers follow a specific brewing cycle where a potion takes x minutes to brew. The brewers work in shifts, with each shift being y minutes long.
 Your task is to determine how many complete cycles (brewing periods) fit within a given shift.

Function Description:
 Complete the function completeBrewingCycles with the following parameter(s):
 x: A positive integer representing the time it takes to brew a potion (in minutes).
 y: A positive integer representing the shift length (in minutes).

Print:
 Print a single integer: the number of complete brewing cycles that can be completed in y minutes.",1 ≤ x ≤ 10^6; 1 ≤ y ≤ 10^6,"[
  {
    ""input"": ""4 17"",
    ""output"": ""4"",
    ""explanation"": ""With a brewing time of 4 minutes and a shift length of 17 minutes, four full cycles can be completed (4 × 4 = 16 minutes), with 1 minute left over.""
  }
]",Medium,
203,Castle’s Banners,"The Kingdom of Stormhold has a tradition where banners are raised on the castle walls every multiple of k days.
 Given a total number of days n, help the Royal Banner Keeper calculate how many banners are raised during this period.

Function Description:
 Complete the function countBanners with the following parameter(s):
 n: A positive integer representing the total number of days.
 k: A positive integer representing the interval at which banners are raised.

Print:
 Print the number of banners raised from day 1 to n.
",1 ≤ n ≤ 10^6; 1 ≤ k ≤ n,"[
  {
    ""input"": ""12 3"",
    ""output"": ""4"",
    ""explanation"": ""Banners are raised on days 3, 6, 9, and 12, so there are 4 banners raised.""
  }
]",Medium,
204,The Wizard’s Spellcasting Power,"In the enchanted realm, wizards perform a specific spellcasting ritual during each hour of the night. The ritual’s power is determined by how many times the spellcasting occurs in the given number of hours n.
 However, only every 4th hour is considered a full spellcasting cycle.

Function Description:
 Complete the function spellCastingCycles with the following parameter(s):
 n: A positive integer representing the total number of hours.

Print:
 Print the number of full spellcasting cycles that will be completed in n hours.
",1 ≤ n ≤ 10^6,"[
  {
    ""input"": ""15"",
    ""output"": ""3"",
    ""explanation"": ""Full spellcasting cycles occur at hours 4, 8, and 12. So, there are 3 full cycles.""
  }
]",Medium,
205,Royal Family Feasts,"In the grand Kingdom of Lydora, every member of the royal family must attend a feast at intervals of every x days.
 The royal butler is tasked with determining how many days the family will attend feasts within a given period of n days.

Function Description:
 Complete the function countFeasts with the following parameter(s):
 n: A positive integer representing the total number of days.
 x: A positive integer representing the interval of days between each feast.

Print:
 Print the number of feasts within the given period.
",1 ≤ n ≤ 10^6; 1 ≤ x ≤ n,"[
  {
    ""input"": ""10 3"",
    ""output"": ""3"",
    ""explanation"": ""Feasts are held every 3 days. Feasts will occur on days 3, 6, and 9. Thus, there are 3 feasts.""
  }
]",Medium,
206,King's Special Shield,"The King of Tralis has a magical shield that powers up every k minutes.
 The royal sorcerer wants to know how many times the shield powers up in n minutes.
 Can you help him determine the total number of power-ups during this period?

Function Description:
 Complete the function countPowerUps with the following parameter(s):
 n: A positive integer representing the total number of minutes.
 k: A positive integer representing the interval at which the shield powers up.

Print:
 Print the total number of times the shield powers up during the period.",1 ≤ n ≤ 10^6; 1 ≤ k ≤ n,"[
  {
    ""input"": ""20 5"",
    ""output"": ""4"",
    ""explanation"": ""The shield powers up on minutes 5, 10, 15, and 20, so there are 4 power-ups.""
  }
]",Medium,
207,Forest's Ancient Totems,"The forest of Eldoria is home to ancient totems placed every m meters along a sacred path.
 The guardians of the forest want to know how many totems they will pass in a walk of n meters.

Function Description:
 Complete the function countTotems with the following parameter(s):
 n: A positive integer representing the total distance in meters.
 m: A positive integer representing the interval between the totems.

Print:
 Print the total number of totems found along the path.
",1 ≤ n ≤ 10^6; 1 ≤ m ≤ n,"[
  {
    ""input"": ""15 3"",
    ""output"": ""5"",
    ""explanation"": ""Totems are placed every 3 meters. They will be located at meters 3, 6, 9, 12, and 15. Thus, there are 5 totems.""
  }
]",Medium,
208,Royal Mail Delivery,"The kingdom's royal mail service has a special rule where delivery only happens every k days.
 Given a total number of days n, how many deliveries can the royal mail service make?

Function Description:
 Complete the function countDeliveries with the following parameter(s):
 n: A positive integer representing the total number of days.
 k: A positive integer representing the interval between each delivery.

Print:
 Print the number of deliveries made.",1 ≤ n ≤ 10^6; 1 ≤ k ≤ n,"[
  {
    ""input"": ""25 4"",
    ""output"": ""6"",
    ""explanation"": ""Deliveries are made every 4 days. They occur on days 4, 8, 12, 16, 20, and 24. Thus, there are 6 deliveries.""
  }
]",Medium,
209,Dragon's Watchtower,"In the Kingdom of Islor, a dragon's watchtower signals at regular intervals to notify nearby villages.
 The dragon signals every k hours. Given the total number of hours n, how many signals are made?

Function Description:
 Complete the function countSignals with the following parameter(s):
 n: A positive integer representing the total number of hours.
 k: A positive integer representing the interval between each signal.

Print:
 Print the number of signals that occur in n hours.
",1 ≤ n ≤ 10^6; 1 ≤ k ≤ n,"[
  {
    ""input"": ""15 4"",
    ""output"": ""3"",
    ""explanation"": ""Signals occur at hours 4, 8, and 12. Thus, there are 3 signals.""
  }
]",Medium,
210,Goblin's Treasure Hunt,"A goblin embarks on a treasure hunt in a vast cave. There are n treasure spots along the way, but the goblin only stops at every k-th spot.
 Help him calculate how many treasure spots he will visit during his journey.

Function Description:
 Complete the function countTreasureSpots with the following parameter(s):
 n: A positive integer representing the total number of treasure spots.
 k: A positive integer representing the interval at which the goblin stops.

Print:
 Print the number of treasure spots the goblin will visit.",1 ≤ n ≤ 10^6; 1 ≤ k ≤ n,"[
  {
    ""input"": ""20 5"",
    ""output"": ""4"",
    ""explanation"": ""The goblin visits treasure spots at positions 5, 10, 15, and 20. Thus, he visits 4 spots.""
  }
]",Medium,
211,The Treasure Chest Weighing," In the Kingdom of Goldwyn, pirates have stolen a chest filled with golden coins of varying weights. Captain Ironbeard wants to know the total weight of the loot. Each coin’s weight is listed in a magical scroll. Can you help the Captain calculate the total weight?

Function Description:
 Complete the function calculateTotalWeight with the following parameter(s):
weights: A list of integers representing the weights of the golden coins.


Print:
 Print the total weight of all the coins.
",1 ≤ len(weights) ≤ 10^5; 1 ≤ weights[i] ≤ 10^4,"[
  {
    ""input"": ""5\n10 20 30 40 50"",
    ""output"": ""150"",
    ""explanation"": ""The total weight is 10 + 20 + 30 + 40 + 50 = 150.""
  }
]",Easy,
212,The Giant's Strongest Boulder," In the mystical land of Gorgona, a giant collects boulders of different sizes. He wishes to display his largest boulder in the village square. Given the list of boulder sizes, find out which one is the largest.

Function Description:
 Complete the function findLargestBoulder with the following parameter(s):
sizes: A list of integers representing the sizes of the boulders.


Print:
 Print the largest boulder size.
",1 ≤ len(sizes) ≤ 10^5; -10^4 ≤ sizes[i] ≤ 10^4,"[
  {
    ""input"": ""6\n3 17 9 24 15 12"",
    ""output"": ""24"",
    ""explanation"": ""Among the boulders, 24 is the largest size.""
  }
]",Easy,
213,The Enchanter's Even Gems,"The Enchanter of Lumora loves symmetry and collects gems that are even-numbered. He needs your help to count how many of his collected gems have even numbers engraved.

Function Description:
 Complete the function countEvenGems with the following parameter(s):
gems: A list of integers representing the numbers on the gems.

Print:
 Print the count of even-numbered gems.",1 ≤ len(gems) ≤ 10^5; 1 ≤ gems[i] ≤ 10^6,"[
  {
    ""input"": ""7\n3 6 8 5 12 9 2"",
    ""output"": ""4"",
    ""explanation"": ""The even-numbered gems are 6, 8, 12, and 2. Total count = 4.""
  }
]",Easy,
214,The Oracle’s Vision Mirror," The Oracle of Orbis has visions stored in a crystal array. To reveal the true prophecy, she needs you to reverse the order of these visions.

Function Description:
 Complete the function revealProphecy with the following parameter(s):
visions: A list of integers representing the visions in sequence.

Print:
 Print the reversed sequence of visions, space-separated.
",1 ≤ len(visions) ≤ 10^5; -10^6 ≤ visions[i] ≤ 10^6,"[
  {
    ""input"": ""5\n1 2 3 4 5"",
    ""output"": ""5 4 3 2 1"",
    ""explanation"": ""The visions are reversed to reveal the prophecy: 5 4 3 2 1.""
  }
]",Easy,
215,The Hidden Rune Search," In the dungeons of Eldoria, runes are scattered across chambers. The Rune Seeker seeks a particular rune of number x. Given the list of runes discovered, can you tell if the desired rune exists?

Function Description:
 Complete the function isRunePresent with the following parameter(s):
     runes: A list of integers representing discovered rune numbers.
     x: An integer representing the target rune number.

Print:
 Print ""Found"" if the rune exists, else print ""Not Found"".
","1 ≤ len(runes) ≤ 10^5; -10^6 ≤ runes[i], x ≤ 10^6","[
  {
    ""input"": ""6\n3 7 1 9 5 2\n5"",
    ""output"": ""Found"",
    ""explanation"": ""The rune number 5 exists in the list.""
  }
]",Easy,
216,The Scribe’s Secret Message," In the ancient library of Lexiconia, a scribe encoded a secret message by writing it backwards. To unveil the message, the Grand Archivist needs your help to reverse the given text string.

Function Description:
 Complete the function decodeMessage with the following parameter(s):
message: A string representing the encoded message.

Print:
 Print the decoded message by reversing the input string.
",1 ≤ len(message) ≤ 10^5,"[
  {
    ""input"": ""gninrael"",
    ""output"": ""learning"",
    ""explanation"": ""The original message 'learning' was written backwards. Reversing it reveals the correct message.""
  }
]",Easy,
217,The Minstrel's Word Count," During a grand festival, a minstrel composed a long ballad. The king is curious about how many words are in the ballad. A word is defined as a sequence of non-space characters separated by spaces.

Function Description:
 Complete the function countWords with the following parameter(s):
ballad: A string representing the minstrel's song.

Print:
 Print the number of words in the ballad.",1 ≤ len(ballad) ≤ 10^5,"[
  {
    ""input"": ""The song of legends is sung aloud"",
    ""output"": ""7"",
    ""explanation"": ""The ballad contains 7 words separated by spaces.""
  }
]",Easy,
218,The Spellcaster's Palindrome Test," In the magical academy of Palindoria, a spellcaster needs to check if a given spell reads the same forward and backward. Determine if the given string is a palindrome.

Function Description:
 Complete the function isPalindromeSpell with the following parameter(s):
spell: A string representing the spell incantation.

Print:
 Print ""Palindrome"" if it is, else print ""Not Palindrome"".
",1 ≤ len(spell) ≤ 10^5,"[
  {
    ""input"": ""level"",
    ""output"": ""Palindrome"",
    ""explanation"": ""The spell 'level' reads the same forward and backward.""
  }
]",Easy,
219,The Scroll of Upper Case," A young wizard receives a scroll with ancient text written in lowercase letters. He wants to present it in a more grandiose form by converting the entire text to uppercase.

Function Description:
Complete the function enchantScroll with the following parameter(s):
    text: A string in lowercase letters.

Print:
 Print the uppercase version of the text.
",1 ≤ len(text) ≤ 10^5,"[
  {
    ""input"": ""magic awaits"",
    ""output"": ""MAGIC AWAITS"",
    ""explanation"": ""The entire text is converted to uppercase for presentation.""
  }
]",Easy,
220,The Bard's Unique Melody," A bard is composing a melody with unique notes. To ensure his melody has no repeating characters, he needs to count the number of distinct characters in his song’s lyrics.

Function Description:
 Complete the function countUniqueNotes with the following parameter(s):
melody: A string representing the song lyrics.

Print:
 Print the number of unique characters in the melody.
",1 ≤ len(melody) ≤ 10^5,"[
  {
    ""input"": ""harmony"",
    ""output"": ""7"",
    ""explanation"": ""All characters in 'harmony' are unique, so the count is 7.""
  }
]",Easy,
221,The Herbalist's Ingredient Inventory," In the mystical groves of Verdantia, an herbalist is managing her collection of potion ingredients. Sometimes, the same ingredient is gathered multiple times. She needs to know how many distinct types of ingredients she has.

Function Description:
 Complete the function countUniqueIngredients with the following parameter(s):
ingredients: A list of strings representing ingredient names.

Print:
 Print the number of unique ingredients.
",1 ≤ len(ingredients) ≤ 10^5; 1 ≤ len(ingredients[i]) ≤ 100,"[
  {
    ""input"": ""mint basil thyme mint sage basil"",
    ""output"": ""4"",
    ""explanation"": ""Unique ingredients are: mint, basil, thyme, sage → total 4.""
  }
]",Easy,
222,The Merchant's Price List,"A merchant from Goldspire keeps a ledger of his goods and their prices. Given a list of items sold and their prices, help him retrieve the price of a specific item when queried.

Function Description:
 Complete the function getPrice with the following parameter(s):
    items: A dictionary mapping item names to their prices.
    query: A string representing the item to look up.

Print:
 Print the price of the queried item. If not found, print ""Item not available"".
",1 ≤ len(items) ≤ 10^5; 1 ≤ len(query) ≤ 100,"[
  {
    ""input"": ""items = {\""sword\"": 150, \""shield\"": 100, \""potion\"": 50}\nquery = \""shield\"""",
    ""output"": ""100"",
    ""explanation"": ""The price of 'shield' is 100.""
  }
]",Easy,
